1,2,3,4,5,6,7,9,10
19336,2,Yes,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Unknown,0.001
19343,2,Yes,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Unknown,0.001
19348,2,Yes,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Unknown,0.001
19349,2,Yes,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Unknown,0.001
19350,2,Yes,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Unknown,0.001
19357,2,Yes,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Unknown,0.001
19387,2,No,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,0.001
9956,2,No,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,0.001
3678,2,Yes,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Unknown,0.001
3682,2,Yes,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Unknown,0.001
10080,2,No,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,0.001
10085,2,No,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,0.001
10132,2,No,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,0.001
10050,2,No,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,0.001
10165,2,No,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,0.001
10256,2,No,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,0.001
9656,2,No,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,0.001
9660,2,Yes,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Unknown,0.001
9668,2,Yes,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Unknown,0.001
9673,2,Yes,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Unknown,0.001
9679,2,Yes,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Unknown,0.001
9680,2,Yes,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Unknown,0.001
9686,2,Yes,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Unknown,0.001
9693,2,Yes,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Unknown,0.001
9697,2,Yes,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Unknown,0.001
9711,2,Yes,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Unknown,0.001
9724,2,Yes,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Unknown,0.001
9732,2,Yes,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Unknown,0.001
9737,2,Yes,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Unknown,0.001
10429,2,No,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,0.001
10437,2,Yes,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Unknown,0.001
12358,2,No,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,0.001
12322,2,Yes,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Unknown,0.001
12496,2,Yes,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Unknown,Unknown,0.001
12450,2,No,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,0.001
12477,2,No,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,0.001
12440,2,Yes,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unknown,0.001
3602,2,No,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,0.001
3588,2,Yes,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Unknown,0.001
3603,2,Yes,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Unknown,0.001
13602,2,Yes,Spirochaetes,Spirochaetia,Spirochaetia_unclassified,Leptospiraceae,Unknown,0.001
17521,2,Yes,Synergistetes,Synergistia,Synergistales,Unknown,Unknown,0.001
5933,2,Yes,Tenericutes,Mollicutes,Mycoplasmatales,Unknown,Unknown,0.001
5935,2,Yes,Tenericutes,Mollicutes,Mycoplasmatales,Unknown,Unknown,0.001
121,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
124,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
568,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
955,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
957,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
1001,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
1314,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
1488,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
1489,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
1580,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
1802,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
1954,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
2020,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
2025,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
2082,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
2145,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
2148,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
2159,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
2160,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
2162,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
2163,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
2168,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
2174,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
2191,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
2284,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
3577,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
3580,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
3598,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
3671,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
3925,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
3951,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
3960,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
4028,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
4051,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
4059,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
4062,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
4105,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
4114,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
4115,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
4118,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
4157,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
4165,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
4300,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
4304,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
4339,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
4340,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
4356,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
4385,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
4386,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
4405,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
4436,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
4477,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
4667,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
4668,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
4673,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
4687,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
4695,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
4769,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
4973,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
5180,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
5181,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
5182,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
5291,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
5297,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
5722,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
6244,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
6245,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
6251,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
6395,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
6404,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
6405,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
6567,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
6614,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
6616,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
6888,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
7809,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
8592,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
8671,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
8672,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
9196,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
9207,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
9232,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
9266,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
9270,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
13954,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
13957,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
13985,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14013,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14016,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14021,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14029,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14031,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14033,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14035,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14048,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14065,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14068,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14070,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14074,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14087,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14091,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14095,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14124,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14148,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14166,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14180,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14194,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14214,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14218,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14220,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14221,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14236,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14244,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14246,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14254,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14270,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14302,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14350,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14766,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14835,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14838,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14856,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14867,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14868,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14869,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14870,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14872,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14897,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14925,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14933,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14935,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14938,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14957,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14966,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14967,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14973,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
14975,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
15000,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
15354,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
15380,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
15387,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
15409,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
15411,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
17214,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
17823,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
19099,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
19289,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
19435,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
19762,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
19781,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
19782,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
19798,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
19822,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
19829,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
19831,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
19832,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
19838,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
19839,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
19840,2,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.001
8778,2,Yes,Verrucomicrobia,Opitutae,Puniceicoccales,Unknown,Unknown,0.001
9221,2,Yes,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Unknown,Unknown,0.001
15882,1,No,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,0.001
15883,1,No,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,0.001
15887,1,No,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,0.001
17150,1,No,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,0.001
17156,1,No,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,0.001
17175,1,No,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinotignum,0.001
15487,1,No,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Mobiluncus,0.001
17182,1,No,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Trueperella,0.001
15483,1,Yes,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Unknown,0.001
15490,1,Yes,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Unknown,0.001
15875,1,Yes,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Unknown,0.001
15879,1,Yes,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Unknown,0.001
15880,1,Yes,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Unknown,0.001
17134,1,Yes,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Unknown,0.001
17139,1,Yes,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Unknown,0.001
17140,1,Yes,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Unknown,0.001
17141,1,Yes,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Unknown,0.001
17142,1,Yes,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Unknown,0.001
17144,1,Yes,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Unknown,0.001
17146,1,Yes,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Unknown,0.001
17160,1,Yes,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Unknown,0.001
17165,1,Yes,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Unknown,0.001
17166,1,Yes,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Unknown,0.001
15481,1,No,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Varibaculum,0.001
15484,1,Yes,Actinobacteria,Actinobacteria,Actinomycetales,Unknown,Unknown,0.001
15931,1,Yes,Actinobacteria,Actinobacteria,Actinomycetales,Unknown,Unknown,0.001
17171,1,Yes,Actinobacteria,Actinobacteria,Actinomycetales,Unknown,Unknown,0.001
17291,1,No,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Parascardovia,0.001
17233,1,Yes,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Unknown,0.001
17238,1,Yes,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Unknown,0.001
17245,1,Yes,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Unknown,0.001
17246,1,Yes,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Unknown,0.001
17265,1,Yes,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Unknown,0.001
17274,1,Yes,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Unknown,0.001
17030,1,No,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,0.001
17040,1,No,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,0.001
17050,1,No,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,0.001
17060,1,No,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,0.001
17061,1,No,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,0.001
17083,1,No,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,0.001
17093,1,No,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,0.001
17098,1,No,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,0.001
17109,1,No,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,0.001
17116,1,No,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,0.001
17126,1,No,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,0.001
17081,1,No,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Turicella,0.001
17001,1,Yes,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Unknown,0.001
17005,1,Yes,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Unknown,0.001
17046,1,Yes,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Unknown,0.001
17052,1,Yes,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Unknown,0.001
17053,1,Yes,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Unknown,0.001
17068,1,Yes,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Unknown,0.001
17069,1,Yes,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Unknown,0.001
17070,1,Yes,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Unknown,0.001
17077,1,Yes,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Unknown,0.001
17101,1,Yes,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Unknown,0.001
17104,1,Yes,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Unknown,0.001
17106,1,Yes,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Unknown,0.001
17111,1,Yes,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Unknown,0.001
15766,1,No,Actinobacteria,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia,0.001
15781,1,No,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,0.001
15786,1,No,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,0.001
15671,1,No,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,0.001
15716,1,No,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,0.001
17049,1,Yes,Actinobacteria,Actinobacteria,Corynebacteriales,Unknown,Unknown,0.001
17108,1,Yes,Actinobacteria,Actinobacteria,Corynebacteriales,Unknown,Unknown,0.001
17124,1,Yes,Actinobacteria,Actinobacteria,Corynebacteriales,Unknown,Unknown,0.001
17129,1,Yes,Actinobacteria,Actinobacteria,Corynebacteriales,Unknown,Unknown,0.001
17209,1,No,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,0.001
17207,1,Yes,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Unknown,0.001
16648,1,No,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,0.001
16647,1,Yes,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Unknown,0.001
17181,1,Yes,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Unknown,0.001
16668,1,No,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,0.001
16671,1,No,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,0.001
17177,1,No,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Pseudoglutamicibacter,0.001
16677,1,Yes,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Unknown,0.001
16960,1,Yes,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Unknown,0.001
16961,1,Yes,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Unknown,0.001
16964,1,Yes,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Unknown,0.001
16966,1,Yes,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Unknown,0.001
16967,1,Yes,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Unknown,0.001
16968,1,Yes,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Unknown,0.001
16969,1,Yes,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Unknown,0.001
16971,1,Yes,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Unknown,0.001
16976,1,Yes,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Unknown,0.001
16977,1,Yes,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Unknown,0.001
16978,1,Yes,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Unknown,0.001
16979,1,Yes,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Unknown,0.001
16980,1,Yes,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Unknown,0.001
16981,1,Yes,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Unknown,0.001
16982,1,Yes,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Unknown,0.001
16983,1,Yes,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Unknown,0.001
16984,1,Yes,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Unknown,0.001
16645,1,Yes,Actinobacteria,Actinobacteria,Micrococcales,Unknown,Unknown,0.001
16662,1,Yes,Actinobacteria,Actinobacteria,Micrococcales,Unknown,Unknown,0.001
16994,1,Yes,Actinobacteria,Actinobacteria,Micrococcales,Unknown,Unknown,0.001
17204,1,Yes,Actinobacteria,Actinobacteria,Micrococcales,Unknown,Unknown,0.001
17205,1,Yes,Actinobacteria,Actinobacteria,Micrococcales,Unknown,Unknown,0.001
15491,1,No,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionimicrobium,0.001
15492,1,Yes,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Unknown,0.001
15900,1,Yes,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Unknown,0.001
15901,1,Yes,Actinobacteria,Actinobacteria,Propionibacteriales,Unknown,Unknown,0.001
15902,1,Yes,Actinobacteria,Actinobacteria,Propionibacteriales,Unknown,Unknown,0.001
